source,line,section,value,category,rule,evidence,context
notes/draft-results.md,242,3.3 Held-out performance against the baselines,0.066,self_evident,label or pair beside a marked number,,| Albedo (SWIR) | 0.476<!--#suite.albedo_operational--> | 0.316 | 0.290 | 0.066 |
notes/draft-results.md,243,3.3 Held-out performance against the baselines,0.653,measured,inline resolver,baseline.wind_r2,"| Wind (u, v, speed) | 0.653<!--#baseline.wind_r2--> | 0.563 | 0.633 | 0.311 |"
notes/draft-results.md,243,3.3 Held-out performance against the baselines,0.563,self_evident,label or pair beside a marked number,,"| Wind (u, v, speed) | 0.653<!--#baseline.wind_r2--> | 0.563 | 0.633 | 0.311 |"
notes/draft-results.md,243,3.3 Held-out performance against the baselines,0.633,self_evident,label or pair beside a marked number,,"| Wind (u, v, speed) | 0.653<!--#baseline.wind_r2--> | 0.563 | 0.633 | 0.311 |"
notes/draft-results.md,243,3.3 Held-out performance against the baselines,0.311,self_evident,label or pair beside a marked number,,"| Wind (u, v, speed) | 0.653<!--#baseline.wind_r2--> | 0.563 | 0.633 | 0.311 |"
notes/draft-results.md,244,3.3 Held-out performance against the baselines,-0.008,measured,inline resolver,baseline.constant_r2,| Global-mean constant | -0.008<!--#baseline.constant_r2--> | −0.003 | −0.172 | −0.085 |
notes/draft-results.md,244,3.3 Held-out performance against the baselines,0.003,self_evident,label or pair beside a marked number,,| Global-mean constant | -0.008<!--#baseline.constant_r2--> | −0.003 | −0.172 | −0.085 |
notes/draft-results.md,244,3.3 Held-out performance against the baselines,0.172,self_evident,label or pair beside a marked number,,| Global-mean constant | -0.008<!--#baseline.constant_r2--> | −0.003 | −0.172 | −0.085 |
notes/draft-results.md,244,3.3 Held-out performance against the baselines,0.085,unresolved,"equals a resolver's value, written unmarked",baseline.impervious_r2,| Global-mean constant | -0.008<!--#baseline.constant_r2--> | −0.003 | −0.172 | −0.085 |
notes/draft-results.md,249,3.3 Held-out performance against the baselines,0.247,measured,inline resolver,spread.impervious,"0.247<!--#spread.impervious--> of R², the smallest of any predictor in the"
notes/draft-results.md,250,3.3 Held-out performance against the baselines,0.342,measured,inline resolver,spread.wind,"suite, against 0.342<!--#spread.wind--> for wind,"
notes/draft-results.md,251,3.3 Held-out performance against the baselines,0.410,measured,inline resolver,spread.albedo,"0.410<!--#spread.albedo--> for albedo,"
notes/draft-results.md,252,3.3 Held-out performance against the baselines,0.605,measured,inline resolver,spread.null,0.605<!--#spread.null--> for the spatial null and
notes/draft-results.md,253,3.3 Held-out performance against the baselines,0.708,measured,inline resolver,spread.sampling,0.708<!--#spread.sampling--> for sampling composition. Where a single figure is
notes/draft-results.md,254,3.3 Held-out performance against the baselines,5.1,self_evident,structural context,,"quoted it is the spatial-blocks unweighted combination, which §5.1 establishes is"
notes/draft-results.md,258,3.3 Held-out performance against the baselines,-0.162,neither,no resolver and no exemption,,-0.162 and +0.085 across four defensible evaluation designs.** Raw held-out R² is
notes/draft-results.md,258,3.3 Held-out performance against the baselines,0.085,unresolved,"equals a resolver's value, written unmarked",baseline.impervious_r2,-0.162 and +0.085 across four defensible evaluation designs.** Raw held-out R² is
notes/draft-results.md,261,3.3 Held-out performance against the baselines,0.093,measured,inline resolver,above.impervious_bu,"+0.093<!--#above.impervious_bu-->, +0.028<!--#above.impervious_bw-->,"
notes/draft-results.md,261,3.3 Held-out performance against the baselines,0.028,measured,inline resolver,above.impervious_bw,"+0.093<!--#above.impervious_bu-->, +0.028<!--#above.impervious_bw-->,"
notes/draft-results.md,262,3.3 Held-out performance against the baselines,0.055,measured,inline resolver,above.impervious_pu,+0.055<!--#above.impervious_pu--> and
notes/draft-results.md,263,3.3 Held-out performance against the baselines,-0.077,measured,inline resolver,above.impervious_pw,"-0.077<!--#above.impervious_pw-->, the difference being that"
notes/draft-results.md,264,3.3 Held-out performance against the baselines,0.172,neither,no resolver and no exemption,,leave-one-province-out penalises the constant itself by −0.172. Adding rice
notes/draft-results.md,267,3.3 Held-out performance against the baselines,14.2,measured,inline resolver,baseline.impervious_rmse,14.2<!--#baseline.impervious_rmse--> ppb against a field spread of
notes/draft-results.md,268,3.3 Held-out performance against the baselines,106.1,measured,inline resolver,baseline.observed_span_ppb,"106.1<!--#baseline.observed_span_ppb--> ppb, and its predictions span"
notes/draft-results.md,269,3.3 Held-out performance against the baselines,42.7,measured,inline resolver,baseline.impervious_span_ppb,42.7<!--#baseline.impervious_span_ppb--> ppb.
notes/draft-results.md,277,3.3 Held-out performance against the baselines,-0.059,measured,inline resolver,suite.rice_combined_pu,-0.059<!--#suite.rice_combined_pu--> against the null's
notes/draft-results.md,278,3.3 Held-out performance against the baselines,-0.091,measured,inline resolver,suite.null_operational_pu,-0.091<!--#suite.null_operational_pu-->.
notes/draft-results.md,280,3.3 Held-out performance against the baselines,0,self_evident,structural context,,The same pattern holds on the other two fields (§0): impervious fraction reaches
notes/draft-results.md,281,3.3 Held-out performance against the baselines,0.065,measured,inline resolver,suite.impervious_blended,0.065<!--#suite.impervious_blended--> on the blended field and
notes/draft-results.md,282,3.3 Held-out performance against the baselines,0.095,measured,inline resolver,suite.impervious_deseasonalised,0.095<!--#suite.impervious_deseasonalised--> on the deseasonalised field under
notes/draft-results.md,285,3.4 The form of the negative result,3.4,self_evident,structural line,,### 3.4 The form of the negative result
notes/draft-results.md,297,3.4 The form of the negative result,0.58,measured,inline resolver,equiv.bound_comparative,"correlation, |r| = 0.58<!--#equiv.bound_comparative--> — because this paper's"
notes/draft-results.md,299,3.4 The form of the negative result,90,neither,no resolver and no exemption,,Two one-sided tests are assessed on a 90 percent interval with effective
notes/draft-results.md,302,3.4 The form of the negative result,36,measured,inline resolver,equiv.rows,"Across 36<!--#equiv.rows--> combinations of field, predictor and weighting,"
notes/draft-results.md,303,3.4 The form of the negative result,0,measured,inline resolver,equiv.outside_comparative,"**0<!--#equiv.outside_comparative--> fall outside the bounds**, so no"
notes/draft-results.md,305,3.4 The form of the negative result,31,measured,inline resolver,equiv.within_comparative,31<!--#equiv.within_comparative--> fall entirely within them and
notes/draft-results.md,306,3.4 The form of the negative result,5,measured,inline resolver,equiv.spanning_comparative,5<!--#equiv.spanning_comparative--> span a bound.
notes/draft-results.md,309,3.4 The form of the negative result,24,measured,inline resolver,equiv.rice_within,"result. **For rice, all 24<!--#equiv.rice_within--> of"
notes/draft-results.md,310,3.4 The form of the negative result,24,measured,inline resolver,equiv.rice_rows,24<!--#equiv.rice_rows--> combinations fall entirely within the bounds**: the
notes/draft-results.md,314,3.4 The form of the negative result,7,measured,inline resolver,equiv.impervious_within,"7<!--#equiv.impervious_within--> of 12<!--#equiv.impervious_rows--> do**, and"
notes/draft-results.md,314,3.4 The form of the negative result,12,measured,inline resolver,equiv.impervious_rows,"7<!--#equiv.impervious_within--> of 12<!--#equiv.impervious_rows--> do**, and"
notes/draft-results.md,315,3.4 The form of the negative result,5,measured,inline resolver,equiv.impervious_spans,"the other 5<!--#equiv.impervious_spans--> span the bound, so for impervious the"
notes/draft-results.md,333,3.4 The form of the negative result,7,self_evident,structural context,,"over this domain is more accurate than the products used (methods §7), so"
notes/draft-results.md,338,3.4 The form of the negative result,0.002066,measured,inline resolver,atten.var_d,"0.002066<!--#atten.var_d-->, which is"
notes/draft-results.md,339,3.4 The form of the negative result,13.2,measured,inline resolver,atten.var_share_pct,13.2<!--#atten.var_share_pct--> % of the predictor's own variance of
notes/draft-results.md,340,3.4 The form of the negative result,0.015631,measured,inline resolver,atten.var_x,0.015631<!--#atten.var_x-->; the two correlate at
notes/draft-results.md,341,3.4 The form of the negative result,0.938,measured,inline resolver,atten.corr,0.938<!--#atten.corr-->. If the two products' errors are independent of each
notes/draft-results.md,344,3.4 The form of the negative result,0.868,measured,inline resolver,atten.lambda_min,0.868<!--#atten.lambda_min--> and **the largest factor by which measurement
notes/draft-results.md,346,3.4 The form of the negative result,1.15,measured,inline resolver,atten.factor_max,1.15<!--#atten.factor_max-->.**
notes/draft-results.md,351,3.4 The form of the negative result,0.085,measured,inline resolver,suite.impervious_operational,+0.085<!--#suite.impervious_operational--> bounds upward to
notes/draft-results.md,352,3.4 The form of the negative result,0.098,measured,inline resolver,atten.r2_bound_bu,"+0.098<!--#atten.r2_bound_bu-->, against the spatial null's"
notes/draft-results.md,353,3.4 The form of the negative result,0.332,measured,inline resolver,suite.null_operational,+0.332<!--#suite.null_operational--> on the same combination. The coefficient
notes/draft-results.md,354,3.4 The form of the negative result,41.0,neither,no resolver and no exemption,,bounds from 41.0 ppb per unit fraction to
notes/draft-results.md,355,3.4 The form of the negative result,47.3,measured,inline resolver,atten.coef_bound,47.3<!--#atten.coef_bound-->. On the blended field the bound is
notes/draft-results.md,356,3.4 The form of the negative result,0.075,measured,inline resolver,atten.r2_bound_blended_bu,+0.075<!--#atten.r2_bound_blended_bu--> against a null of
notes/draft-results.md,357,3.4 The form of the negative result,0.414,measured,inline resolver,suite.null_blended,+0.414<!--#suite.null_blended-->. Under leave-one-province-out the impervious
notes/draft-results.md,362,3.4 The form of the negative result,74.5,neither,no resolver and no exemption,,"to lift the land-cover coefficient to the spatial null's performance, 74.5"
notes/draft-results.md,364,3.4 The form of the negative result,5.6,neither,no resolver and no exemption,,"5.6 times what the two products' disagreement supports, and 7.2 times on the"
notes/draft-results.md,364,3.4 The form of the negative result,7.2,neither,no resolver and no exemption,,"5.6 times what the two products' disagreement supports, and 7.2 times on the"
notes/draft-results.md,368,3.4 The form of the negative result,4.3,self_evident,structural context,,"the reported null, to within the assumptions stated in methods §4.3: that the"
notes/draft-results.md,373,3.4 The form of the negative result,0.118,unresolved,"in an artefact, no resolver","albedo_confounder_2018.csv, partial correlation",with a partial correlation of −0.118 against methane given the fraction. Neither
